review_id,text,category
554,"I have the nude version of this chincher in small.I favour a vintage pinup look every day so the small waist is a main focus. I do have vintage styled cinchers and other authentic shapewear but they are expensive. This is a perfect substitute for day to day wear.As said in annother review you cannot wear this under clingy slinky clothes as it does ripple up at the front.I would recomend wearing a slip under it to avoid skin irritation. I wear a corset liner available from waist training specialists.The length is fine on me, going from just below the bra line down to the hip bones (I am 5ft 4)The cinching effect takes about 1.5 - 2 inches off my waist comfortably, enough to get into my vintage dior.I do not wear it enough to comment on the claims of permenant inch loss...but I think I will give it a try.",pricing
287,"Generally speaking a great book if you are not familiar with management accounting and turning heaps of information into valuable reports for your top management group. No doubt about it: This book will provide the basic tools for keeping your boss happy, especially if you need a brush-up on moving averages, etc. Having vast experience with both advanced financial and non-financial analysis on various aspects of business (shipping and construction), this book was somewhat a let down in terms of ability to inspire and provide ways to improve personal skills to structure and present complex topics in an ordered and clear fashion. A nice bedtable-reader for the pre-MBA. MBAs should look elsewhere.",delivery
182,"The official Chrono Trigger OST has 3 discs. This version has some of the major tracks on it, the audio quality is good, but Caveat Emptor (buyer beware) this is a Chinese knock-off.Oh and if you buy the 3 disc version, make sure the cover does not have a green and red logo reading ""FX"", for this is also a counterfeit. The serial numbers on the real soundtrack CDs are PSCN-5021, PSCN-5022, and PSCN-5023.",product quality
386,"This was my first Patricia Cornwell novel and I must say I was blown away. I never thought I'd warm up to a modern mystery writer the way I did with Agatha Christie and Dorothy L. Sayers, but Ms. Cornwell has displaced them both in my heart.C & E was by far the most fascinating book I've ever read. I sat up until the wee hours of the morning reading this wonderful novel, devouring every word, as I couldn't go to bed until I had finished it. The only disappointment was the ending. The killer came out of the blue, and there were too many loose ends.The story and characters were first rate and I intend to read all her other books. It's been a long time since I found an author I would be willing to pay hardcover prices to read.",pricing
590,"I received mine today and I squeeled with delight when I heard the door bell ringing for delivery. I immediately put it on. It does take some muscle power..but no where as hard as I was expecting to get it on. It sucks, tucks and hold!!!!! My S/O was giving me the side eye..he didnt get my excitement , this was just another one of my many purchases. BUT!!! But ladies and gentlemen ***for the man who is looking to buy a gift their lady will love** when I started trying on my dresses he exclaimed ""WOW!! it does take off a few inches of the waist""...I love it. I have been walking around the apartment in it and I have been sitting and standing with no problems. Well it does force you to sit upright. Which is great!..small waist and fabulous posture...I can't complain. I am loving my squeem!!!!!!!!!!!!!!!!!",delivery
324,"We needed to replace a wooden glider that we had in front of our house and after looking around and not really finding what we were looking for our son suggested we check Amazon.com. We chose this one because we felt it would last for a long time and the size was right. When we received it we put it together and it was very easy to assemble. The movement of the glider is smooth. The color is a little blah, but we added a couple of colorful pillows and have received many compliments on it. The price is great and we are very happy with our purchase!",pricing
1125,"I bought this to replace the supposedly same power adapter that I purchased last year. This is NOT the same adapter as pictured for the item (I see that a customer has added two pictures of the true product). I was not concerned with this difference but would have preferred to have a light indicating the power is on. At first, it seemed to power my powerbook G4 fine, but later it started to cycle as charging and not charging, thus making the screen brighten and darken. When I shut the computer and let it charge, it did charge some, but I'm concerned about ruining my battery (which is also a replacement). It simply does not work when you are using the computer..and I'm ALWAYS using my computer! I will have to find an alternative to this product. I thought it was bad enough that the one I got last year quit working, but this is ridiculous.",customer support
174,"this is not waterproof.its GARBAGE where batteries go in broke,while trying to adj.DO NOT BUY.you turn the end to control it,that loosens the battery cover where water gets in so how is it waterproff?????",product quality
1,"I'm reading a lot of reviews saying that this is the best 'game soundtrack' and I figured that I'd write a review to disagree a bit. This in my opinino is Yasunori Mitsuda's ultimate masterpiece. The music is timeless and I'm been listening to it for years now and its beauty simply refuses to fade.The price tag on this is pretty staggering I must say, but if you are going to buy any cd for this much money, this is the only one that I feel would be worth every penny.",pricing
147,"I first tried buying this tape from a Marketplace seller. I sent it back because the tape quality was poor and the packaging looked unprofessional. After returning it I bought one from Amazon proper and . . . it was the same quality tape and the same packaging. Since I'm now sure this is not a bootleg tape, all I can say is . . . some videos are better than others.",delivery
1051,"This is the story of the brother of one of the secondary characters from the Leopard Lord. Farris is sold as a slave by his stepfather. Claimed by two very different gods, his fate will be decided on what he does with his life. Will he be ruled by vengeance and violence? Or will his love of the animals he tends lead him to a different choice? Ms Morland's characterization is excellent, the plotting is much improved (from good to even better). If I had a complaint, it would be that this book did not sweep me into a different world the way that the very best speculative fiction does. However, that said, it was a most enjoyable read, and I'll buy her next book, too.",customer support
199,"The pillow is tiny and poor quality foam, my pillow I was replacing was at least a year and a half old and it preforms better than this one did new.",product quality
268,"Did not like the pants at all, and threw them in the trash rather than pay return postage. Flimsy, smelled of dye, cheap fabric, etc. Too bad.",product quality
261,"This product description is WRONG. I purchased this product because of this ""$25,000"" equipment warranty. Product received only states that the actual surge protector is under warranty and has no mention of equipment warranty. Is Amazon starting to make stuff up now?",customer support
267,"I got the shippment quickly. But wrong items was sent. I have to return it to the seller. I got the refund pretty quick, but only for the value of product. I spent about &10 for two way shipping without geting anything.",delivery
88,"I ordered the cake topper June 27, 2010. I was given an estimated shipping date of July 1-7, 2010. Those dates came & went with no cake topper. I contacted the seller twice with no response. I filed a claim with Amazon. I did end up receiving a cake topper on July 16, 2010; however, it's not even the one I ordered! The seller did refund my money, but has never contacted me or apologized for the mishap. I will never buy anything from the seller again. I looked at the seller's feedback & I'm not the only person they have done wrong, so buyer beware!!",delivery
613,"I went by the Squeem chart and my waist measurements to find the correct size but to my suprise the waist cincher did not fit. Warning, you cannot return for a refund; only merchandise credit/exchange. Also, the cincher smelled like burnt rubber. Very bulky and will be visible through clothing so you cannot wear with tight fitting clothing.",customer support
3,"I truly like this soundtrack and I enjoy video game music. I have played this game and most of the music on here I enjoy and it's truly relaxing and peaceful.On disk one. my favorites are Scars Of Time, Between Life and Death, Forest Of Illusion, Fortress of Ancient Dragons, Lost Fragment, and Drowned Valley.Disk Two: The Draggons, Galdorb - Home, Chronomantique, Prisoners of Fate, Gale, and my girlfriend likes ZelbessDisk Three: The best of the three. Garden Of God, Chronopolis, Fates, Jellyfish sea, Burning Orphange, Dragon's Prayer, Tower Of Stars, Dragon God, and Radical Dreamers - Unstealable Jewel.Overall, this is a excellent soundtrack and should be brought by those that like video game music.Xander Cross",other
47,"Light weight, space saving very attractive design. Sharp Picture, Good sound quality and quick response time. DVD playback also excellent. Only negative is its remote control. It is hard to read the functions of the keys due to color choices. The placement of the keys are almost illogical and you have to look at it carefully before each use. It almost seems like it was designed by an imbecil. The quality, the features and the price still makes this TV an excellent buy.",product quality
27,"I read the reviews,made my purchase and was very disappointed. The charger is convenient by charging all four batteries at once but the charge only lasts a very short time. I now have to go and find batteries that will give me longer life than the kodak NiMH AA batteries.",other
4,"If you've played the game, you know how divine the music is! Every single song tells a story of the game, it's that good! The greatest songs are without a doubt, Chrono Cross: Time's Scar, Magical Dreamers: The Wind, The Stars, and the Sea and Radical Dreamers: Unstolen Jewel. (Translation varies) This music is perfect if you ask me, the best it can be. Yasunori Mitsuda just poured his heart on and wrote it down on paper.",other
30,"I am a big JVC fan, but I do not like this model, I was suspiscious when I saw several units in the return section of the store. I bought one anyway (new) and must say I am not happy. The unit sends out clicks to the receiver once in a while, the transition between scenes is not always smooth,(like a little pause) and while it is still fairly new I can't get any DVD,CD or even a DVD headcleaner to work. All I get is a ""incorrect disc"" message.",other
225,"What am I reviewing here... this gizmo or the supplier, Eforcity? I never received this product after my order! After waiting and waiting I contacted Eforcity several times -- no reply. After a nasty letter from me Eforcity'r reply feigned lacking information about my mailing address!What a cop-out.I told them I would not pay for it, so Eforcity said they'd give me a refund, which has not come to me yet. I bought another product to replace this from Amazon which arrived quickly from Amazon.",customer support
563,"Love this. I had been looking in I don't know how long for this kind of product. I've had 2 babies so far and haven't found a product like this. I had an idea of what I wanted which was kinda like a coursette, but without all the wires showing or nothing rolling up. I came across this squeem cincher and had my doubts, but I've had it for a week already (I ordered all 3, black & beige waist cincher and beige body shaper that has straps)and I've already got used to wearing it everyday, it's pretty comfortable and best of all it gives you a nice shape and flat belly look. I love it, now I'm just hoping it will help me in losing some inces from my waist. I've read that it can last up to over a year, so deffinitly worth the money. Would recommend this to everyone.",pricing
256,"Unless I missed something, there are only one or two actual episodes on this DVD. The rest is a long commercial for the Thomas the Train centers and an ode to Ms. Allcroft. Waste of money.",pricing
895,"Hawthorne's Scarlet Letter is a tale of secret love, adultery, and sadness. Every person should read this timeless American novel at some point in their life. The strength of Hester Prynne is unusual for novels composed during the time this was published, and is therefore a revolutionary literary work. My only complaint is the length of ""The Custom House,"" however horrible this sounds, I would just skip it, it does not add to the plot of the novel anyway.",customer support
363,"I've had the camcorder for a while now, and was hoping to be able to use the USB streaming feature to make small computer movies and send them to my friends and family overseas. Although the camcorder is good the included software is weak and the USB streaming makes a very choppy poor quality AVI file. I recently got a new computer and could not find the device driver disk that came with the camcorder. Sony technical support was a joke and they ended up trying to sell me a driver for my camcorder. So now I have a camcorder that I can plug into my TV or record onto a VHS (Do people still use VHS?) but any dreams I have of putting something on my computer are fading fast. I'm going to have to find a new way to send my parents the video I took of my new house.Frankly in this day and age an analogue camcorder is a waste of money.",product quality
223,"The fire truck puzzle arrived in the time that was stated. It is very colorful and well worth the price. The puzzle is a Christmas gift for a 2 year old, so at this time I can't state how he liked it. But I am very pleased with the quality.",pricing
166,"I bought these for two reasons- blocks and educational letters. However, the letters are rubbing off. For the price I paid that was dissapointing. Other than that I love the concept and the objects inside are fun.",pricing
1163,"I have been very unhappy with this product because it:1) makes a high pitched buzz2) intermittently stops providing enough power causing my computer to constantly switch back and forth between battery and wall power.3) the cord is difficult to wrapI'll be trying to return it through the warranty process, but I wish I had just coughed up the [lots of] extra money to buy an Apple one.",customer support
26,"I bought one of these chargers..the instructions say the lights stay on while the battery charges...true. The instructions doNT say the lights turn off when its done. Which is also true. 24 hours of charging and the lights stay on. I returned it thinking I had a bad unit.The new one did the same thing. I just kept it since it does charge...but the lights are useless since they seem to always stay on. It's a ""backup"" charger for when I manage to drain all my AAs but I wouldn't want this as my only charger.",other
200,"How is this thing awful? let me count the ways..First off, it took an unatural amount of time to get here. Whatever, that happens.It feels super cheap. When you handle a good memory foam pillow, it feels heavy and cushy in your hands. This thing feels like a piece of hard styrofoam. It barely squishes at all and has no 'memory', it is simply a very dense foam pillow. It's not even really a pillow- It's so hard that I cant even use it for propping my back whilst reading.On top of that, their terrible return pollicies make it not worth returning.DO NOT BUY! Just use the styrofoam your new computer came in.Ugh.",product quality
337,"This is one of my favorite bollywood movies. If you're a fan of Shahrukh Khan or Rani Mukerji you'll love this movie. It's interesting too in that it goes beyond the usual pretty love story. Where a lot of movies consist of ""boy meets girl, boy woos girl, boy and girl get married"" this movies looks at the question of ""then what?"" I know some people have complained about the bickering in the second half, but I didn't think it was that excessive. The movie just portrays the usual silly arguments and misunderstandings that couples face.I'd give the movie five stars but this particular product gets only 4 stars for the DVD quality. It's definitely pixilated in parts, not the best quality picture. Still watchable, and I wouldn't return it, but wish the picture was a bit better.",product quality
385,"The good: The basic plot line is interesting- a man who has just been killed by the electric chair has his finger print turn up at a murder scene. The writing itself is good. The main character Kay Scarpetta and an old professor of hers are well `fleshed out'.The bad: Other characters are not well `fleshed out'. The plot never fully explains itself. Is the book about figuring out how a dead criminal could commit crimes - or is it about Scarpetta - redeeming herself in the eyes of everyone around her - after developing an anti-social workaholic tendency after the death of a loved one? The latter seems to be the path the author choose - leaving some of the twist in the plot unresolved. Though others in the story have made Scarpetta out to be the villain (on many different levels - as a family member, as a friend and as a professional) in the end her `goodness' is redeemed. How the bad guys in the story turn out seems to be unimportant - which I found to be a major flaw.",customer support
18,"Excellent product. However, they are very difficult to get on for older people. I feel like I've had a full day workout after getting them on. Also, as the day wears on, they begin to roll down from the top and create a very deep ridge in the skin. I have to wear them, so if those two difficulties could be addressed it would be such a help.",other
426,Not worth the time.Pros: there were several good one-liners; introduced me to new comediansCons: excess foul language; adultry;,pricing
46,"My experience: I got this from FM, not Amazon. The DVD player rattled pretty loudly sometimes (but not always) when I put in a DVD. I tried several. The picture quality wasn't all that great and the screen got a horizontal line thru the middle after a short time that would not go away. Plus one of the other reviewers was dead on about the remote - the layout makes no sense at all! Very poor human engineering, IMO. I brought it back to the store for a refund. I saw the same model under the Emerson name for <$400 at WM but was hesitant to buy it.",product quality
150,"I should have read the prior reviews of this record before buying it. Although it appears to be a collection of new wave singles from the 80s, these are just cover versions sung by the ""Starlite Singers"". The description of the record says that it is by ""various artists"" implying that they are by the original artists, but this is not true. Total garbage. The one bright spot is that I got a prompt refund when I returned it.",customer support
